INDICATOR_ID,INDICATOR_LABEL_EN
ROFST.H.1.RUR.Q4,"Out-of-school rate for children of primary school age, rural, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q4.F,"Out-of-school rate for children of primary school age, rural, fourth quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q4.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q4.M,"Out-of-school rate for children of primary school age, rural, fourth quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q5,"Out-of-school rate for children of primary school age, rural, richest quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q5.F,"Out-of-school rate for children of primary school age, rural, richest quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q5.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q5.M,"Out-of-school rate for children of primary school age, rural, richest quintile, male (household survey data) (%)"
ROFST.H.1.RUR.WPIA,"Out-of-school rate for children of primary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.URB,"Out-of-school rate for children of primary school age, urban, both sexes (household survey data) (%)"
ROFST.H.1.URB.F,"Out-of-school rate for children of primary school age, urban, female (household survey data) (%)"
ROFST.H.1.URB.F.WPIA,"Out-of-school rate for children of primary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.URB.GPIA,"Out-of-school rate for children of primary school age, urban, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.M,"Out-of-school rate for children of primary school age, urban, male (household survey data) (%)"
ROFST.H.1.URB.M.WPIA,"Out-of-school rate for children of primary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.URB.Q1,"Out-of-school rate for children of primary school age, urban, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q1.F,"Out-of-school rate for children of primary school age, urban, poorest quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q1.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q1.M,"Out-of-school rate for children of primary school age, urban, poorest quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q2,"Out-of-school rate for children of primary school age, urban, second quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q2.F,"Out-of-school rate for children of primary school age, urban, second quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q2.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q2.M,"Out-of-school rate for children of primary school age, urban, second quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q3,"Out-of-school rate for children of primary school age, urban, middle quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q3.F,"Out-of-school rate for children of primary school age, urban, middle quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q3.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q3.M,"Out-of-school rate for children of primary school age, urban, middle quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q4,"Out-of-school rate for children of primary school age, urban, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q4.F,"Out-of-school rate for children of primary school age, urban, fourth quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q4.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q4.M,"Out-of-school rate for children of primary school age, urban, fourth quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q5,"Out-of-school rate for children of primary school age, urban, richest quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q5.F,"Out-of-school rate for children of primary school age, urban, richest quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q5.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q5.M,"Out-of-school rate for children of primary school age, urban, richest quintile, male (household survey data) (%)"
ROFST.H.1.URB.WPIA,"Out-of-school rate for children of primary school age, urban, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.WPIA,"Out-of-school rate for children of primary school age, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2,"Out-of-school rate for adolescents of lower secondary school age, both sexes (household survey data) (%)"
ROFST.H.2.ABL,"Out-of-school rate, lower secondary education, not disabled, both sexes (household survey data) (%)"
ROFST.H.2.ABL.F,"Out-of-school rate, lower secondary education, not disabled, female (household survey data) (%)"
ROFST.H.2.ABL.GPIA,"Out-of-school rate, lower secondary education, not disabled, adjusted gender parity index (GPIA)"
ROFST.H.2.ABL.M,"Out-of-school rate, lower secondary education, not disabled, male (household survey data) (%)"
ROFST.H.2.DIS,"Out-of-school rate, lower secondary education, disabled, both sexes (household survey data) (%)"
ROFST.H.2.DIS.F,"Out-of-school rate, lower secondary education, disabled, female (household survey data) (%)"
ROFST.H.2.DIS.GPIA,"Out-of-school rate, lower secondary education, disabled, adjusted gender parity index (GPIA)"
ROFST.H.2.DIS.M,"Out-of-school rate, lower secondary education, disabled, male (household survey data) (%)"
ROFST.H.2.DPIA,"Out-of-school rate, lower secondary education, adjusted disability parity index (DPIA)"
ROFST.H.2.F,"Out-of-school rate for adolescents of lower secondary school age, female (household survey data) (%)"
ROFST.H.2.F.DPIA,"Out-of-school rate, lower secondary education, female, adjusted disability parity index (DPIA)"
ROFST.H.2.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.F.WPIA,"Out-of-school rate for adolescents of lower secondary school age, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.LPIA,"Out-of-school rate for adolescents of lower secondary school age, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.M,"Out-of-school rate for adolescents of lower secondary school age, male (household survey data) (%)"
ROFST.H.2.M.DPIA,"Out-of-school rate, lower secondary education, male, adjusted disability parity index (DPIA)"
ROFST.H.2.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.M.WPIA,"Out-of-school rate for adolescents of lower secondary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.Q1,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q1.F,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, female (household survey data) (%)"
ROFST.H.2.Q1.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q1.GPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q1.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q1.M,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, male (household survey data) (%)"
ROFST.H.2.Q1.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q2,"Out-of-school rate for adolescents of lower secondary school age, second quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q2.F,"Out-of-school rate for adolescents of lower secondary school age, second quintile, female (household survey data) (%)"
ROFST.H.2.Q2.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q2.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q2.M,"Out-of-school rate for adolescents of lower secondary school age, second quintile, male (household survey data) (%)"
ROFST.H.2.Q2.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q3,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q3.F,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, female (household survey data) (%)"
ROFST.H.2.Q3.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q3.GPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q3.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q3.M,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, male (household survey data) (%)"
ROFST.H.2.Q3.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q4,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q4.F,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, female (household survey data) (%)"
ROFST.H.2.Q4.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q4.GPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q4.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q4.M,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, male (household survey data) (%)"
ROFST.H.2.Q4.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q5,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q5.F,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, female (household survey data) (%)"
ROFST.H.2.Q5.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q5.GPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q5.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q5.M,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, male (household survey data) (%)"
ROFST.H.2.Q5.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.RUR,"Out-of-school rate for adolescents of lower secondary school age, rural, both sexes (household survey data) (%)"
ROFST.H.2.RUR.F,"Out-of-school rate for adolescents of lower secondary school age, rural, female (household survey data) (%)"
ROFST.H.2.RUR.F.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.RUR.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.M,"Out-of-school rate for adolescents of lower secondary school age, rural, male (household survey data) (%)"
ROFST.H.2.RUR.M.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.RUR.Q1,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q1.F,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q1.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q1.M,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q2,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q2.F,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q2.M,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q3,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q3.F,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q3.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q3.M,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q4,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q4.F,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q4.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q4.M,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q5,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q5.F,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q5.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q5.M,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, male (household survey data) (%)"
ROFST.H.2.RUR.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.URB,"Out-of-school rate for adolescents of lower secondary school age, urban, both sexes (household survey data) (%)"
ROFST.H.2.URB.F,"Out-of-school rate for adolescents of lower secondary school age, urban, female (household survey data) (%)"
ROFST.H.2.URB.F.WPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.URB.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.M,"Out-of-school rate for adolescents of lower secondary school age, urban, male (household survey data) (%)"
ROFST.H.2.URB.M.WPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.URB.Q1,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q1.F,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q1.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q1.M,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, male (household survey data) (%)"
ROFST.H.2.URB.Q2,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q2.F,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q2.M,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, male (household survey data) (%)"
ROFST.H.2.URB.Q3,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q3.F,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q3.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q3.M,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, male (household survey data) (%)"
ROFST.H.2.URB.Q4,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q4.F,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q4.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q4.M,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, male (household survey data) (%)"
ROFST.H.2.URB.Q5,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q5.F,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q5.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q5.M,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, male (household survey data) (%)"
ROFST.H.2.URB.WPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.WPIA,"Out-of-school rate for adolescents of lower secondary school age, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)"
ROFST.H.3.ABL,"Out-of-school rate, upper secondary education, not disabled, both sexes (household survey data) (%)"
ROFST.H.3.ABL.F,"Out-of-school rate, upper secondary education, not disabled, female (household survey data) (%)"
ROFST.H.3.ABL.GPIA,"Out-of-school rate, upper secondary education, not disabled, adjusted gender parity index (GPIA)"
ROFST.H.3.ABL.M,"Out-of-school rate, upper secondary education, not disabled, male (household survey data) (%)"
ROFST.H.3.DIS,"Out-of-school rate, upper secondary education, disabled, both sexes (household survey data) (%)"
ROFST.H.3.DIS.F,"Out-of-school rate, upper secondary education, disabled, female (household survey data) (%)"
ROFST.H.3.DIS.GPIA,"Out-of-school rate, upper secondary education, disabled, adjusted gender parity index (GPIA)"
ROFST.H.3.DIS.M,"Out-of-school rate, upper secondary education, disabled, male (household survey data) (%)"
ROFST.H.3.DPIA,"Out-of-school rate, upper secondary education, adjusted disability parity index (DPIA)"
ROFST.H.3.F,"Out-of-school rate for youth of upper secondary school age, female (household survey data) (%)"
ROFST.H.3.F.DPIA,"Out-of-school rate, upper secondary education, female, adjusted disability parity index (DPIA)"
ROFST.H.3.F.LPIA,"Out-of-school rate for youth of upper secondary school age, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.F.WPIA,"Out-of-school rate for youth of upper secondary school age, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.GPIA,"Out-of-school rate for youth of upper secondary school age, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.LPIA,"Out-of-school rate for youth of upper secondary school age, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.M,"Out-of-school rate for youth of upper secondary school age, male (household survey data) (%)"
ROFST.H.3.M.DPIA,"Out-of-school rate, upper secondary education, male, adjusted disability parity index (DPIA)"
ROFST.H.3.M.LPIA,"Out-of-school rate for youth of upper secondary school age, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.M.WPIA,"Out-of-school rate for youth of upper secondary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.Q1,"Out-of-school rate for youth of upper secondary school age, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q1.F,"Out-of-school rate for youth of upper secondary school age, poorest quintile, female (household survey data) (%)"
ROFST.H.3.Q1.F.LPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q1.GPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q1.LPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q1.M,"Out-of-school rate for youth of upper secondary school age, poorest quintile, male (household survey data) (%)"
ROFST.H.3.Q1.M.LPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q2,"Out-of-school rate for youth of upper secondary school age, second quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q2.F,"Out-of-school rate for youth of upper secondary school age, second quintile, female (household survey data) (%)"
ROFST.H.3.Q2.F.LPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q2.GPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q2.LPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q2.M,"Out-of-school rate for youth of upper secondary school age, second quintile, male (household survey data) (%)"
ROFST.H.3.Q2.M.LPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q3,"Out-of-school rate for youth of upper secondary school age, middle quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q3.F,"Out-of-school rate for youth of upper secondary school age, middle quintile, female (household survey data) (%)"
ROFST.H.3.Q3.F.LPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q3.GPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q3.LPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q3.M,"Out-of-school rate for youth of upper secondary school age, middle quintile, male (household survey data) (%)"
ROFST.H.3.Q3.M.LPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q4,"Out-of-school rate for youth of upper secondary school age, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q4.F,"Out-of-school rate for youth of upper secondary school age, fourth quintile, female (household survey data) (%)"
ROFST.H.3.Q4.F.LPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q4.GPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q4.LPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q4.M,"Out-of-school rate for youth of upper secondary school age, fourth quintile, male (household survey data) (%)"
ROFST.H.3.Q4.M.LPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q5,"Out-of-school rate for youth of upper secondary school age, richest quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q5.F,"Out-of-school rate for youth of upper secondary school age, richest quintile, female (household survey data) (%)"
ROFST.H.3.Q5.F.LPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q5.GPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q5.LPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q5.M,"Out-of-school rate for youth of upper secondary school age, richest quintile, male (household survey data) (%)"
ROFST.H.3.Q5.M.LPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.RUR,"Out-of-school rate for youth of upper secondary school age, rural, both sexes (household survey data) (%)"
ROFST.H.3.RUR.F,"Out-of-school rate for youth of upper secondary school age, rural, female (household survey data) (%)"
ROFST.H.3.RUR.F.WPIA,"Out-of-school rate for youth of upper secondary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.RUR.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.M,"Out-of-school rate for youth of upper secondary school age, rural, male (household survey data) (%)"
ROFST.H.3.RUR.M.WPIA,"Out-of-school rate for youth of upper secondary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.RUR.Q1,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q1.F,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, female (household survey data) (%)"
ROFST.H.3.RUR.Q1.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.Q1.M,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, male (household survey data) (%)"
ROFST.H.3.RUR.Q2,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q2.F,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, female (household survey data) (%)"
ROFST.H.3.RUR.Q2.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.Q2.M,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, male (household survey data) (%)"
ROFST.H.3.RUR.Q3,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q3.F,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, female (household survey data) (%)"
ROFST.H.3.RUR.Q3.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.Q3.M,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, male (household survey data) (%)"
ROFST.H.3.RUR.Q4,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q4.F,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, female (household survey data) (%)"
ROFST.H.3.RUR.Q4.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.Q4.M,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, male (household survey data) (%)"
ROFST.H.3.RUR.Q5,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q5.F,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, female (household survey data) (%)"
